target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
adh_short	PF00106.25	195	TARA_ION_MAG_00012_000000000014_53	-	334	3.2e-19	69.2	0.0	1	1	4.5e-21	2.7e-17	62.9	0.0	2	126	7	135	6	141	0.89	short chain dehydrogenase
KR	PF08659.10	180	TARA_ION_MAG_00012_000000000014_53	-	334	4.4e-05	23.5	0.0	1	1	9.5e-09	5.7e-05	23.1	0.0	1	96	6	100	6	134	0.76	KR domain
Fer4_NifH	PF00142.18	271	TARA_ION_MAG_00012_000000000014_54	-	296	2.1e-88	296.3	0.3	1	1	5.9e-92	2.6e-88	296.0	0.3	3	265	32	292	30	294	0.98	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family
CbiA	PF01656.23	128	TARA_ION_MAG_00012_000000000014_54	-	296	1e-11	45.0	0.1	1	1	3.3e-15	1.5e-11	44.5	0.1	2	95	32	222	31	245	0.87	CobQ/CobB/MinD/ParA nucleotide binding domain
Oxidored_nitro	PF00148.19	399	TARA_ION_MAG_00012_000000000014_55	-	527	2.4e-82	276.8	0.0	1	1	3.1e-86	2.8e-82	276.6	0.0	3	398	13	422	11	423	0.93	Nitrogenase component 1 type Oxidoreductase
Oxidored_nitro	PF00148.19	399	TARA_ION_MAG_00012_000000000014_56	-	419	1.9e-30	105.9	0.0	1	1	1.3e-34	2.3e-30	105.6	0.0	8	370	24	376	17	400	0.86	Nitrogenase component 1 type Oxidoreductase
Ham1p_like	PF01725.16	187	TARA_ION_MAG_00012_000000000014_59	-	221	2.6e-39	135.1	0.0	1	1	1.6e-43	2.9e-39	134.9	0.0	1	186	32	211	32	212	0.89	Ham1 family
BMC	PF00936.19	74	TARA_ION_MAG_00012_000000000014_60	-	104	6.5e-26	90.1	3.8	1	1	4.4e-30	7.8e-26	89.9	3.8	1	74	9	85	9	85	0.96	BMC domain
RuBisCO_large	PF00016.20	299	TARA_ION_MAG_00012_000000000014_61	-	452	6.6e-130	432.7	0.0	1	1	8.8e-134	7.9e-130	432.4	0.0	1	297	146	452	146	452	0.99	Ribulose bisphosphate carboxylase large chain, catalytic domain
RuBisCO_large_N	PF02788.16	120	TARA_ION_MAG_00012_000000000014_61	-	452	1.5e-41	141.3	0.0	1	1	3.1e-45	2.7e-41	140.5	0.0	1	120	15	136	15	136	0.98	Ribulose bisphosphate carboxylase large chain, N-terminal domain
CobW_C	PF07683.14	94	TARA_ION_MAG_00012_000000000015_1	-	129	8.5e-22	76.9	0.1	1	1	6e-26	1.1e-21	76.6	0.1	1	94	33	121	33	121	0.96	Cobalamin synthesis protein cobW C-terminal domain
BPD_transp_1	PF00528.22	185	TARA_ION_MAG_00012_000000000015_2	-	506	7.6e-24	84.5	31.1	2	2	2.4e-10	4.4e-06	26.6	9.0	4	174	303	473	300	482	0.75	Binding-protein-dependent transport system inner membrane component
DUF111	PF01969.17	373	TARA_ION_MAG_00012_000000000015_4	-	407	4.5e-102	341.9	0.0	1	1	2.9e-106	5.2e-102	341.7	0.0	2	370	5	386	4	389	0.95	Protein of unknown function DUF111
Exo_endo_phos	PF03372.23	233	TARA_ION_MAG_00012_000000000015_7	-	282	4e-21	75.6	0.0	1	1	2.9e-25	5.1e-21	75.2	0.0	1	233	4	255	4	255	0.80	Endonuclease/Exonuclease/phosphatase family
Aminotran_3	PF00202.21	406	TARA_ION_MAG_00012_000000000015_8	-	434	2.7e-72	243.7	0.0	1	1	1.8e-76	3.3e-72	243.4	0.0	10	340	39	353	32	424	0.92	Aminotransferase class-III
Band_7	PF01145.25	178	TARA_ION_MAG_00012_000000000015_9	-	268	7.6e-29	101.0	2.9	1	1	5.4e-33	9.7e-29	100.6	2.9	2	178	37	218	36	218	0.97	SPFH domain / Band 7 family
DUF520	PF04461.13	161	TARA_ION_MAG_00012_000000000015_11	-	166	1.9e-51	174.4	9.2	1	1	1.2e-55	2.1e-51	174.2	9.2	2	161	6	165	5	165	0.98	Protein of unknown function (DUF520)
DRTGG	PF07085.12	105	TARA_ION_MAG_00012_000000000015_13	-	368	2.7e-29	101.0	0.5	1	1	5.6e-33	5e-29	100.2	0.2	1	105	221	327	221	327	0.97	DRTGG domain
Epimerase	PF01370.21	241	TARA_ION_MAG_00012_000000000015_14	-	241	1.6e-06	27.8	0.0	1	1	2.1e-10	1.9e-06	27.6	0.0	3	104	9	108	7	145	0.87	NAD dependent epimerase/dehydratase family
Peptidase_M24	PF00557.24	209	TARA_ION_MAG_00012_000000000015_15	-	280	1.4e-47	162.1	0.0	1	1	9.1e-52	1.6e-47	161.9	0.0	2	207	39	266	38	268	0.89	Metallopeptidase family M24
Ribosomal_L19	PF01245.20	111	TARA_ION_MAG_00012_000000000015_17	-	153	5e-46	155.2	4.4	1	1	3.5e-50	6.3e-46	154.9	4.4	2	111	40	149	39	149	0.98	Ribosomal protein L19
tRNA-synt_1c	PF00749.21	314	TARA_ION_MAG_00012_000000000015_19	-	482	1.5e-94	316.4	0.0	1	1	1.2e-98	2.2e-94	315.9	0.0	3	314	7	321	5	321	0.95	tRNA synthetases class I (E and Q), catalytic domain
Na_H_Exchanger	PF00999.21	381	TARA_ION_MAG_00012_000000000015_20	-	400	1.8e-32	112.6	38.7	1	1	1.2e-36	2.1e-32	112.4	38.7	3	379	9	389	7	391	0.91	Sodium/hydrogen exchanger family
Peptidase_M22	PF00814.25	271	TARA_ION_MAG_00012_000000000015_22	-	357	6.1e-91	304.9	0.1	1	1	8e-95	7.1e-91	304.6	0.1	2	270	28	317	27	318	0.96	Glycoprotease family
PSI_PsaF	PF02507.15	172	TARA_ION_MAG_00012_000000000015_23	-	185	4.6e-34	117.7	1.5	1	1	6.7e-37	1.2e-32	113.1	0.1	70	171	66	174	59	175	0.95	Photosystem I reaction centre subunit III
Guanylate_kin	PF00625.21	182	TARA_ION_MAG_00012_000000000015_24	-	185	6e-50	169.5	0.9	1	1	3.8e-54	6.8e-50	169.3	0.9	2	180	5	183	4	184	0.97	Guanylate kinase
FbpA	PF05833.11	455	TARA_ION_MAG_00012_000000000015_25	-	572	2.5e-65	221.0	21.4	1	1	2.3e-65	1.4e-61	208.7	5.0	1	343	10	347	10	357	0.93	Fibronectin-binding protein A N-terminus (FbpA)
NFACT-R_2	PF18297.1	104	TARA_ION_MAG_00012_000000000015_25	-	572	2e-07	31.1	0.0	1	1	1.4e-10	8.2e-07	29.2	0.0	10	84	456	534	450	539	0.84	NFACT protein RNA binding domain
TatC	PF00902.18	207	TARA_ION_MAG_00012_000000000015_27	-	254	1.6e-55	188.2	17.2	1	1	1.3e-59	2.4e-55	187.6	17.2	1	204	20	223	20	225	0.97	Sec-independent protein translocase protein (TatC)
DUF3067	PF11267.8	98	TARA_ION_MAG_00012_000000000015_28	-	115	1.7e-33	115.1	1.0	1	1	1.1e-37	1.9e-33	114.9	1.0	2	98	17	113	16	113	0.98	Domain of unknown function (DUF3067)
Rieske	PF00355.26	89	TARA_ION_MAG_00012_000000000015_29	-	179	1.9e-13	50.1	0.1	1	1	3.2e-17	2.8e-13	49.6	0.1	23	85	85	147	65	151	0.79	Rieske [2Fe-2S] domain
Apocytochr_F_N	PF16639.5	155	TARA_ION_MAG_00012_000000000015_30	-	318	2.7e-77	258.3	0.3	1	1	4.3e-81	3.9e-77	257.8	0.3	1	155	35	189	35	189	1.00	Apocytochrome F, N-terminal
Apocytochr_F_C	PF01333.19	118	TARA_ION_MAG_00012_000000000015_30	-	318	1e-45	154.6	0.2	1	1	2e-49	1.8e-45	153.8	0.2	1	115	201	315	201	316	0.99	Apocytochrome F, C-terminal
LGT	PF01790.18	242	TARA_ION_MAG_00012_000000000015_31	-	293	4.1e-70	235.8	8.2	1	1	2.7e-74	4.9e-70	235.5	8.2	1	241	13	282	13	283	0.85	Prolipoprotein diacylglyceryl transferase
TP_methylase	PF00590.20	213	TARA_ION_MAG_00012_000000000015_32	-	251	2.8e-40	138.5	0.0	1	1	1.8e-44	3.2e-40	138.3	0.0	1	201	3	197	3	209	0.91	Tetrapyrrole (Corrin/Porphyrin) Methylases
HTH_19	PF12844.7	65	TARA_ION_MAG_00012_000000000015_33	-	159	5.6e-10	39.1	1.1	1	1	6.3e-14	5.6e-10	39.1	1.1	1	55	23	82	23	91	0.89	Helix-turn-helix domain
Ppx-GppA	PF02541.16	285	TARA_ION_MAG_00012_000000000015_34	-	530	1.2e-70	238.2	1.8	1	1	1.2e-74	2.1e-70	237.4	1.8	5	283	32	321	11	323	0.94	Ppx/GppA phosphatase family
UbiA	PF01040.18	252	TARA_ION_MAG_00012_000000000015_35	-	296	8.2e-45	153.1	9.6	1	1	5.8e-49	1e-44	152.7	9.6	1	233	28	261	28	274	0.89	UbiA prenyltransferase family
Peptidase_S66C	PF17676.1	124	TARA_ION_MAG_00012_000000000015_36	-	292	9.4e-29	100.5	0.0	1	1	1.5e-32	1.4e-28	99.9	0.0	2	122	162	275	161	277	0.93	LD-carboxypeptidase C-terminal domain
Peptidase_S66	PF02016.15	121	TARA_ION_MAG_00012_000000000015_36	-	292	1.8e-19	70.1	0.0	1	1	3.4e-23	3.1e-19	69.3	0.0	1	121	11	121	11	121	0.90	LD-carboxypeptidase N-terminal domain
IspD	PF01128.19	221	TARA_ION_MAG_00012_000000000015_37	-	223	2e-69	233.7	0.0	1	1	2.5e-73	2.2e-69	233.6	0.0	1	219	1	220	1	222	0.94	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
adh_short_C2	PF13561.6	234	TARA_ION_MAG_00012_000000000015_38	-	250	5.4e-66	222.5	0.4	1	1	1e-69	6.2e-66	222.3	0.4	1	234	16	248	16	248	0.95	Enoyl-(Acyl carrier protein) reductase
adh_short	PF00106.25	195	TARA_ION_MAG_00012_000000000015_38	-	250	9.1e-64	214.5	2.7	1	1	1.8e-67	1.1e-63	214.3	2.7	1	193	10	203	10	205	0.99	short chain dehydrogenase
KR	PF08659.10	180	TARA_ION_MAG_00012_000000000015_38	-	250	4.5e-22	78.8	0.2	1	1	1e-25	6.2e-22	78.4	0.2	3	155	12	165	10	193	0.90	KR domain
Cpn60_TCP1	PF00118.24	491	TARA_ION_MAG_00012_000000000015_40	-	565	1.9e-95	320.3	23.7	1	1	1.9e-99	3.5e-95	319.5	23.7	1	489	22	520	22	522	0.93	TCP-1/cpn60 chaperonin family
MTHFR	PF02219.17	287	TARA_ION_MAG_00012_000000000016_1	-	273	5.9e-38	130.8	0.3	1	1	4.1e-42	7.4e-38	130.5	0.3	41	286	18	266	7	267	0.84	Methylenetetrahydrofolate reductase
NTP_transferase	PF00483.23	248	TARA_ION_MAG_00012_000000000016_2	-	395	5.3e-52	176.9	0.0	1	1	7.1e-56	6.3e-52	176.6	0.0	1	247	4	249	4	250	0.96	Nucleotidyl transferase
SMC_ScpA	PF02616.14	241	TARA_ION_MAG_00012_000000000016_3	-	273	1.8e-19	70.6	5.2	1	1	2.4e-23	4.2e-19	69.4	5.2	4	231	11	237	9	247	0.73	Segregation and condensation protein ScpA
Proton_antipo_M	PF00361.20	293	TARA_ION_MAG_00012_000000000016_4	-	544	3e-65	220.3	20.0	1	1	1.7e-69	3e-65	220.3	20.0	2	285	149	432	148	441	0.92	Proton-conducting membrane transporter
Proton_antipo_M	PF00361.20	293	TARA_ION_MAG_00012_000000000016_5	-	669	3.7e-89	298.8	18.1	1	1	6.2e-93	3.7e-89	298.8	18.1	1	293	141	442	141	442	0.95	Proton-conducting membrane transporter
Proton_antipo_N	PF00662.20	58	TARA_ION_MAG_00012_000000000016_5	-	669	5e-20	71.3	3.1	1	1	8.4e-24	5e-20	71.3	3.1	1	57	72	128	72	129	0.98	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
NnrU	PF07298.11	211	TARA_ION_MAG_00012_000000000016_6	-	250	8.7e-54	182.2	9.4	1	1	1.2e-57	1.1e-53	181.9	9.4	4	206	12	225	9	230	0.97	NnrU protein
LysR_substrate	PF03466.20	209	TARA_ION_MAG_00012_000000000016_7	-	314	5.5e-42	143.5	0.0	1	1	7.6e-46	6.8e-42	143.2	0.0	4	204	94	300	91	305	0.97	LysR substrate binding domain
HTH_1	PF00126.27	60	TARA_ION_MAG_00012_000000000016_7	-	314	8.7e-21	73.6	0.1	1	1	2.3e-24	2.1e-20	72.4	0.1	1	60	8	67	8	67	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
DUF3172	PF11371.8	139	TARA_ION_MAG_00012_000000000016_8	-	208	1.3e-60	203.1	0.2	1	1	9.2e-65	1.7e-60	202.8	0.2	1	139	47	185	47	185	0.99	Protein of unknown function (DUF3172)
NdhM	PF10664.9	107	TARA_ION_MAG_00012_000000000016_9	-	116	7.6e-47	158.0	0.0	1	1	4.8e-51	8.7e-47	157.8	0.0	1	106	6	111	6	112	0.99	Cyanobacterial and plastid NDH-1 subunit M
Amino_oxidase	PF01593.24	452	TARA_ION_MAG_00012_000000000016_10	-	465	5.3e-79	266.6	0.0	1	1	1.3e-82	6e-79	266.4	0.0	1	451	10	453	10	454	0.91	Flavin containing amine oxidoreductase
SQS_PSY	PF00494.19	263	TARA_ION_MAG_00012_000000000016_11	-	303	2.7e-69	233.6	0.0	1	1	1.8e-73	3.3e-69	233.3	0.0	5	261	23	285	19	286	0.92	Squalene/phytoene synthase
PolyA_pol	PF01743.20	126	TARA_ION_MAG_00012_000000000016_13	-	416	5.6e-15	55.9	0.3	1	1	2e-16	1.8e-12	47.8	0.3	3	126	48	158	46	158	0.80	Poly A polymerase head domain
Ycf34	PF10718.9	78	TARA_ION_MAG_00012_000000000016_14	-	71	2.5e-21	76.2	0.2	1	1	1.5e-25	2.7e-21	76.0	0.2	15	78	2	64	1	64	0.97	Hypothetical chloroplast protein Ycf34
Acyltransferase	PF01553.21	135	TARA_ION_MAG_00012_000000000016_16	-	202	1.3e-22	79.8	0.0	1	1	1e-26	1.8e-22	79.4	0.0	3	134	25	147	23	148	0.96	Acyltransferase
Acyl_transf_1	PF00698.21	319	TARA_ION_MAG_00012_000000000016_17	-	314	5e-36	124.8	0.0	1	1	3.4e-40	6.1e-36	124.5	0.0	2	281	20	299	19	311	0.88	Acyl transferase domain
ACP_syn_III_C	PF08541.10	90	TARA_ION_MAG_00012_000000000016_18	-	331	1.9e-33	114.5	0.0	1	1	9.1e-37	5.4e-33	113.0	0.0	1	90	240	329	240	329	0.98	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
ACP_syn_III	PF08545.10	80	TARA_ION_MAG_00012_000000000016_18	-	331	1.3e-29	101.8	0.9	1	1	7.6e-33	4.5e-29	100.1	0.2	1	80	108	186	108	186	0.96	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
FA_synthesis	PF02504.15	323	TARA_ION_MAG_00012_000000000016_19	-	421	1.3e-99	333.4	0.3	1	1	1.6e-103	2.8e-99	332.2	0.0	3	321	80	406	78	408	0.96	Fatty acid synthesis protein
Glyco_transf_41	PF13844.6	471	TARA_ION_MAG_00012_000000000017_1	-	592	9.9e-76	255.1	0.2	2	2	2.4e-42	7.2e-39	133.5	0.0	278	469	396	588	386	590	0.95	Glycosyl transferase family 41
TPR_7	PF13176.6	36	TARA_ION_MAG_00012_000000000017_1	-	592	2.1e-08	33.6	3.0	1	1	4.7e-06	0.014	15.4	0.1	2	32	92	120	91	123	0.91	Tetratricopeptide repeat
SBP_bac_6	PF13343.6	245	TARA_ION_MAG_00012_000000000017_2	-	341	1.4e-18	67.3	0.0	1	1	4e-22	1.8e-18	66.9	0.0	2	222	78	303	77	317	0.88	Bacterial extracellular solute-binding protein
SBP_bac_8	PF13416.6	282	TARA_ION_MAG_00012_000000000017_2	-	341	1.6e-08	34.7	0.0	1	1	1.2e-10	5.2e-07	29.8	0.0	2	257	45	291	44	313	0.71	Bacterial extracellular solute-binding protein
2OG-FeII_Oxy_3	PF13640.6	96	TARA_ION_MAG_00012_000000000017_3	-	222	1.1e-12	48.6	0.0	1	1	9.7e-17	1.7e-12	48.0	0.0	8	95	91	172	85	173	0.88	2OG-Fe(II) oxygenase superfamily
OprB	PF04966.12	378	TARA_ION_MAG_00012_000000000017_5	-	477	7.9e-20	71.6	17.7	1	1	6.3e-24	1.1e-19	71.1	17.7	9	353	98	452	91	476	0.71	Carbohydrate-selective porin, OprB family
tRNA-synt_2e	PF02091.15	278	TARA_ION_MAG_00012_000000000017_6	-	292	9.2e-145	481.1	0.0	1	1	5.8e-149	1e-144	480.9	0.0	1	278	4	281	4	281	1.00	Glycyl-tRNA synthetase alpha subunit
DUF1824	PF08854.10	125	TARA_ION_MAG_00012_000000000017_7	-	132	1.2e-32	112.5	0.0	1	1	7.4e-37	1.3e-32	112.3	0.0	2	125	7	129	6	129	0.98	Domain of unknown function (DUF1824)
Methyltransf_11	PF08241.12	96	TARA_ION_MAG_00012_000000000017_10	-	215	1.3e-07	32.1	0.0	1	1	2.7e-11	2.5e-07	31.3	0.0	14	96	65	143	59	143	0.83	Methyltransferase domain
DUF3386	PF11866.8	212	TARA_ION_MAG_00012_000000000017_12	-	240	7.9e-61	205.3	2.2	1	1	5.4e-65	9.6e-61	205.0	2.2	5	211	31	237	28	238	0.98	Protein of unknown function (DUF3386)
PSII	PF00421.19	507	TARA_ION_MAG_00012_000000000017_13	-	354	3.7e-52	177.7	21.9	1	1	7e-51	1.3e-46	159.4	11.3	2	283	11	280	10	297	0.86	Photosystem II protein
Flavodoxin_1	PF00258.25	143	TARA_ION_MAG_00012_000000000017_14	-	175	1e-23	84.1	0.1	1	1	6.5e-28	1.2e-23	83.9	0.1	1	143	5	162	5	162	0.93	Flavodoxin
PQ-loop	PF04193.14	61	TARA_ION_MAG_00012_000000000017_16	-	92	4.2e-11	42.5	0.4	1	1	4.6e-15	4.2e-11	42.5	0.4	3	52	7	56	6	62	0.96	PQ loop repeat
PMT_2	PF13231.6	159	TARA_ION_MAG_00012_000000000017_20	-	616	4.7e-12	46.4	9.0	1	1	2.6e-16	4.7e-12	46.4	9.0	1	156	81	250	81	253	0.83	Dolichyl-phosphate-mannose-protein mannosyltransferase
Glycos_transf_1	PF00534.20	172	TARA_ION_MAG_00012_000000000017_21	-	351	1e-24	87.0	0.1	1	1	3e-28	1.8e-24	86.2	0.1	19	169	187	332	177	335	0.90	Glycosyl transferases group 1
Glyco_trans_1_2	PF13524.6	92	TARA_ION_MAG_00012_000000000017_21	-	351	7.4e-06	26.3	0.0	1	1	2.8e-09	1.7e-05	25.2	0.0	11	71	267	330	246	335	0.81	Glycosyl transferases group 1
EamA	PF00892.20	137	TARA_ION_MAG_00012_000000000017_22	-	319	3e-41	140.8	35.8	2	2	6.9e-30	1.2e-25	90.2	11.3	2	136	160	296	159	297	0.98	EamA-like transporter family
Peptidase_S49	PF01343.18	154	TARA_ION_MAG_00012_000000000017_23	-	270	4.8e-51	172.7	0.0	1	1	1e-54	6.2e-51	172.4	0.0	2	153	69	220	68	221	0.98	Peptidase family S49
CM_1	PF07736.11	117	TARA_ION_MAG_00012_000000000017_24	-	128	2.7e-36	124.5	0.0	1	1	1.8e-40	3.1e-36	124.3	0.0	3	116	13	125	11	126	0.98	Chorismate mutase type I
DUF2808	PF10989.8	145	TARA_ION_MAG_00012_000000000017_25	-	188	4.2e-22	78.7	0.0	1	1	3e-26	5.3e-22	78.4	0.0	7	145	48	186	40	186	0.84	Protein of unknown function (DUF2808)
Response_reg	PF00072.24	112	TARA_ION_MAG_00012_000000000018_3	-	246	8.9e-12	45.2	0.0	1	1	1.7e-15	1.5e-11	44.4	0.0	1	110	27	130	27	132	0.95	Response regulator receiver domain
Glutaredoxin	PF00462.24	60	TARA_ION_MAG_00012_000000000018_5	-	108	2.3e-19	69.4	0.0	1	1	1.9e-23	3.5e-19	68.8	0.0	1	59	18	81	18	82	0.98	Glutaredoxin
Acyltransferase	PF01553.21	135	TARA_ION_MAG_00012_000000000018_8	-	224	8.9e-21	73.9	0.0	1	1	6.3e-25	1.1e-20	73.6	0.0	12	134	46	169	29	170	0.90	Acyltransferase
PdxJ	PF03740.13	234	TARA_ION_MAG_00012_000000000018_9	-	241	1.1e-97	325.8	1.3	1	1	6.6e-102	1.2e-97	325.6	1.3	2	234	4	235	3	235	0.99	Pyridoxal phosphate biosynthesis protein PdxJ
Ycf54	PF10674.9	92	TARA_ION_MAG_00012_000000000018_10	-	108	4.3e-39	132.7	0.5	1	1	2.7e-43	4.9e-39	132.5	0.5	2	92	3	93	2	93	0.99	Protein of unknown function (DUF2488)
Exonuc_V_gamma	PF04257.14	768	TARA_ION_MAG_00012_000000000018_11	-	1058	1.3e-122	410.6	21.9	1	1	9.5e-127	1.7e-122	410.2	21.9	1	739	1	731	1	765	0.93	Exodeoxyribonuclease V, gamma subunit
ICMT	PF04140.14	94	TARA_ION_MAG_00012_000000000018_12	-	162	2.1e-07	31.3	0.8	1	1	2.3e-11	2.1e-07	31.3	0.8	3	93	58	146	54	147	0.78	Isoprenylcysteine carboxyl methyltransferase (ICMT) family
UvrD-helicase	PF00580.21	315	TARA_ION_MAG_00012_000000000018_13	-	1205	3.7e-47	161.4	17.0	1	1	1.2e-50	3.7e-47	161.4	17.0	9	314	6	460	3	461	0.74	UvrD/REP helicase N-terminal domain
AAA_19	PF13245.6	146	TARA_ION_MAG_00012_000000000018_13	-	1205	3.1e-20	73.0	0.0	1	1	2.3e-22	6.9e-19	68.6	0.0	7	146	7	446	2	446	0.92	AAA domain
AAA_30	PF13604.6	192	TARA_ION_MAG_00012_000000000018_14	-	561	7.3e-25	87.8	0.0	1	1	5.7e-28	1.1e-24	87.2	0.0	14	173	143	324	136	339	0.80	AAA domain
AAA_19	PF13245.6	146	TARA_ION_MAG_00012_000000000018_14	-	561	6.5e-21	75.2	0.0	1	1	8e-24	1.6e-20	73.9	0.0	10	143	146	277	139	280	0.86	AAA domain
Helicase_RecD	PF05127.14	177	TARA_ION_MAG_00012_000000000018_14	-	561	2.7e-07	30.6	0.0	1	1	3e-10	5.9e-07	29.5	0.0	2	111	151	257	150	267	0.71	Helicase
UvrD-helicase	PF00580.21	315	TARA_ION_MAG_00012_000000000018_14	-	561	3.3e-05	23.6	7.3	1	1	1.6e-08	3.3e-05	23.6	7.3	9	245	142	408	134	444	0.54	UvrD/REP helicase N-terminal domain
DEAD	PF00270.29	176	TARA_ION_MAG_00012_000000000018_15	-	590	3.1e-55	186.6	1.2	1	1	6.5e-56	2.9e-52	177.0	0.1	1	176	71	239	71	239	0.96	DEAD/DEAH box helicase
Helicase_C	PF00271.31	111	TARA_ION_MAG_00012_000000000018_15	-	590	9.2e-32	109.7	5.0	1	1	1.8e-33	8.1e-30	103.4	0.1	2	111	274	381	273	381	0.92	Helicase conserved C-terminal domain
ResIII	PF04851.15	171	TARA_ION_MAG_00012_000000000018_15	-	590	9.4e-11	42.0	0.0	1	1	2.1e-14	9.4e-11	42.0	0.0	25	170	85	233	56	234	0.79	Type III restriction enzyme, res subunit
ABC_membrane	PF00664.23	274	TARA_ION_MAG_00012_000000000018_17	-	591	1.6e-38	133.0	13.4	1	1	2.4e-42	2.1e-38	132.5	13.4	1	269	24	300	24	306	0.96	ABC transporter transmembrane region
ABC_tran	PF00005.27	137	TARA_ION_MAG_00012_000000000018_17	-	591	3.7e-36	124.7	0.1	1	1	7.7e-40	6.9e-36	123.8	0.1	1	137	368	517	368	517	0.96	ABC transporter
PsbP	PF01789.16	156	TARA_ION_MAG_00012_000000000018_18	-	186	3.3e-46	157.2	0.0	1	1	2.1e-50	3.8e-46	157.1	0.0	2	155	31	182	30	183	0.98	PsbP
Toprim_4	PF13662.6	89	TARA_ION_MAG_00012_000000000018_19	-	190	4.6e-22	78.3	0.0	1	1	1.4e-25	8.2e-22	77.5	0.0	2	89	72	161	71	161	0.96	Toprim domain
LIAS_N	PF16881.5	108	TARA_ION_MAG_00012_000000000018_20	-	309	1.7e-10	41.3	0.6	1	1	8.8e-14	7.8e-10	39.1	0.0	61	108	12	59	5	59	0.91	N-terminal domain of lipoyl synthase of Radical_SAM family
UPF0176_N	PF17773.1	92	TARA_ION_MAG_00012_000000000018_22	-	305	2.5e-16	59.8	0.1	1	1	6e-20	5.4e-16	58.7	0.1	1	92	5	97	5	97	0.95	UPF0176 acylphosphatase like domain
BATS	PF06968.13	86	TARA_ION_MAG_00012_000000000018_23	-	333	3.6e-17	62.3	0.2	1	1	3.6e-20	3.2e-16	59.2	0.1	1	85	229	319	229	320	0.97	Biotin and Thiamin Synthesis associated domain
Prenyltransf	PF01255.19	224	TARA_ION_MAG_00012_000000000018_24	-	268	3.6e-80	268.7	0.0	1	1	2.4e-84	4.2e-80	268.5	0.0	1	224	29	249	29	249	0.95	Putative undecaprenyl diphosphate synthase
DisA_N	PF02457.16	119	TARA_ION_MAG_00012_000000000018_25	-	296	6.2e-34	116.1	0.0	1	1	5.4e-38	9.8e-34	115.5	0.0	2	119	118	237	117	237	0.95	DisA bacterial checkpoint controller nucleotide-binding
Orn_Arg_deC_N	PF02784.16	247	TARA_ION_MAG_00012_000000000018_26	-	456	5.6e-55	186.4	0.0	1	1	1.2e-58	7.2e-55	186.0	0.0	4	247	60	313	57	313	0.95	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
Ala_racemase_N	PF01168.20	219	TARA_ION_MAG_00012_000000000018_26	-	456	2.3e-06	27.4	0.0	1	1	6.2e-10	3.7e-06	26.7	0.0	49	159	100	228	56	267	0.84	Alanine racemase, N-terminal domain
Acetyltransf_1	PF00583.25	117	TARA_ION_MAG_00012_000000000018_27	-	154	4.7e-19	68.7	0.0	1	1	2e-22	5.9e-19	68.4	0.0	25	117	35	126	14	126	0.87	Acetyltransferase (GNAT) family
Acetyltransf_7	PF13508.7	76	TARA_ION_MAG_00012_000000000018_27	-	154	2.6e-11	43.8	0.0	1	1	1.1e-14	3.3e-11	43.5	0.0	6	75	49	127	17	128	0.75	Acetyltransferase (GNAT) domain
Acetyltransf_4	PF13420.7	155	TARA_ION_MAG_00012_000000000018_27	-	154	1.4e-06	28.5	0.6	1	1	5.5e-10	1.6e-06	28.3	0.6	49	146	46	138	9	142	0.87	Acetyltransferase (GNAT) domain
AAA_2	PF07724.14	171	TARA_ION_MAG_00012_000000000018_28	-	843	3.4e-57	193.3	0.0	1	1	2.1e-58	2.7e-55	187.1	0.0	1	171	554	730	554	730	0.97	AAA domain (Cdc48 subfamily)
Clp_N	PF02861.20	53	TARA_ION_MAG_00012_000000000018_28	-	843	8.6e-38	128.3	6.6	2	2	1.4e-22	1.8e-19	69.6	0.4	2	53	92	143	91	143	0.97	Clp amino terminal domain, pathogenicity island component
AAA_lid_9	PF17871.1	104	TARA_ION_MAG_00012_000000000018_28	-	843	5.9e-36	122.5	3.0	1	1	5.9e-39	7.5e-36	122.2	1.7	1	103	344	446	344	449	0.98	AAA lid domain
ClpB_D2-small	PF10431.9	81	TARA_ION_MAG_00012_000000000018_28	-	843	1.1e-24	86.2	0.7	1	1	1.3e-26	1.6e-23	82.5	0.2	1	79	736	814	736	816	0.97	C-terminal, D2-small domain, of ClpB protein
AAA	PF00004.29	132	TARA_ION_MAG_00012_000000000018_28	-	843	4.2e-23	82.2	0.1	2	2	1.2e-09	1.5e-06	28.7	0.0	2	111	560	678	559	685	0.79	ATPase family associated with various cellular activities (AAA)
Sigma54_activat	PF00158.26	168	TARA_ION_MAG_00012_000000000018_28	-	843	7.4e-08	32.3	0.0	1	1	1.6e-07	0.00021	21.0	0.0	2	124	529	659	528	685	0.78	Sigma-54 interaction domain
Fe-ADH	PF00465.19	364	TARA_ION_MAG_00012_000000000018_29	-	364	7.8e-46	156.5	0.0	1	1	1.5e-49	9e-46	156.3	0.0	1	362	6	347	6	349	0.85	Iron-containing alcohol dehydrogenase
